"Subject","Age","Gender","Ethnicity","Exercise","E_category","Dynamic","E_history","E_duration","E_intensity","EI_1","EI_2","EI_3","EI_4","EI_5","EF_1","EF_2","EF_3","EF_4","EF_5","EM_1","EM_2","EM_3","EM_4","EM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1154",22,2,4,1,"Spin",0,4,3,4,3,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,2,13,7,5,32,91.362,85.1623,174.8762,88.2859,71.8437,102.30602,487.307008,595.187457142857,496.90115,527.137356481481,395.558927777778,0.333333333333333,0.416666666666667,0.75,414.9983,481.3209,597.5956,130,170,210,284.9983,311.3209,387.5956,327.9716
"1155",20,2,2,1,"Run",0,2,3,3,3,3,4,3,4,4,5,4,4,2,4,4,3,2,4,17,11,18,30,20,96,62.7145,43.5965,56.2665,64.3072,54.3633,56.2496,269.633906122449,344.881066666667,500.045589583333,412.205403703704,313.575553571429,0.75,0.583333333333333,1,464.7972,381.7818,896.3232,90,130,170,374.7972,251.7818,NA,313.2895
"1156",20,1,4,1,"Weight Train",0,5,3,4,3,4,4,4,4,5,4,3,4,4,3,4,4,3,3,1,1,0,10,0,12,86.1055,71.4949,70.3253,89.0841,67.6374,76.92944,439.49066875,488.740544444444,553.60996875,457.234267307692,349.152619230769,0.75,0.666666666666667,0.75,531.1922,481.3733,531.1922,170,210,250,361.1922,271.3733,281.1922,304.5859
"1159",19,2,4,1,"Dance",0,5,5,3,4,4,5,5,4,3,3,4,4,4,5,3,4,5,4,0,2,1,0,0,3,68.0244,68.4762,58.5399,68.5603,60.0833,64.73682,386.377536,483.143322222222,617.242379166667,613.674408333333,495.001488235294,0.416666666666667,0.416666666666667,0.583333333333333,580.8199,580.8199,647.393,330,370,410,250.8199,210.8199,237.393,233.010933333333
"1161",20,2,3,1,"Gym",0,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,17,4,30,1,67,80.5269,75.1323,63.4777,101.0083,51.9511,74.41926,361.224630434783,383.6001,487.736340425532,507.352656481481,419.357389473684,0.416666666666667,0.583333333333333,0.583333333333333,448.1704,481.3974,481.3974,170,210,250,278.1704,271.3974,231.3974,260.321733333333
"1162",18,2,2,1,"Walk",0,2,4,3,3,3,4,4,3,3,2,3,2,2,4,2,2,3,4,5,1,8,3,2,19,47.0892,38.2088,46.6813,45.4511,40.8909,43.66426,271.301532608696,260.798142857143,336.429379166667,333.826792380952,300.12695,0.166666666666667,0.333333333333333,0.5,282.0961,298.7058,315.3567,0,0,40,282.0961,298.7058,275.3567,285.3862
"1163",18,2,8,1,"Dance",0,5,5,4,3,5,5,3,5,3,4,5,3,2,5,5,5,5,5,1,6,1,3,6,17,67.6158,92.9086,79.7398,60.5448,64.9416,73.15012,286.31995625,313.28475,363.402672340426,380.686111214953,340.273876923077,0.666666666666667,0.583333333333333,0.916666666666667,398.309,365.1575,514.5568,90,130,170,308.309,235.1575,NA,271.73325
"1164",20,2,2,1,"Gym",0,3,3,3,4,5,4,4,3,3,3,2,3,3,2,3,3,3,4,15,3,1,4,8,31,91.0921,59.0932,52.6728,54.7538,73.5835,66.23908,308.69451,327.207,432.5630375,461.346215740741,372.120473684211,0.333333333333333,0.583333333333333,0.666666666666667,414.9264,481.3674,497.9801,170,210,250,244.9264,271.3674,247.9801,254.757966666667
"1165",20,2,3,1,"Volleyball",1,5,4,4,4,4,5,3,5,4,5,2,4,5,3,5,2,4,4,3,6,0,1,1,11,57.7987,63.36,57.377,59.4132,62.6979,60.12936,315.711093877551,307.0654625,358.595952083333,357.332882407407,324.51154,0.416666666666667,0.583333333333333,0.666666666666667,332.0218,365.1775,381.7069,50,90,130,282.0218,275.1775,251.7069,269.6354
"1166",20,2,2,1,"Weight Train",0,5,2,3,2,2,3,3,2,4,4,3,4,3,4,2,2,2,3,40,33,23,18,17,131,130.2674,108.9023,103.5582,100.4383,84.9238,105.618,312.218547916667,346.680988888889,421.843366666667,761.7866,428.230506666667,0.333333333333333,0.333333333333333,0.583333333333333,448.0868,448.0868,547.6796,130,170,210,318.0868,278.0868,337.6796,311.2844
"1167",21,2,2,1,"Yoga",0,5,2,3,3,4,4,4,2,3,3,2,2,4,2,5,5,3,2,7,6,8,4,7,32,71.4128,52.6468,60.7923,61.9443,73.5467,64.06858,206.994268421053,315.333771428571,379.659341666667,373.584569444444,326.067888235294,0.5,0.166666666666667,0.75,348.5087,298.7338,398.4195,50,90,130,298.5087,208.7338,268.4195,258.554
"1168",22,2,3,1,"Dance",0,5,5,3,4,4,5,4,4,3,4,5,4,5,4,4,4,4,5,1,0,4,0,2,7,51.2751,55.8569,77.2661,62.9742,60.9693,61.66832,290.473860416667,334.755333333333,480.329977083333,419.735748148148,327.096847058824,0.333333333333333,0.416666666666667,0.666666666666667,348.5335,381.7449,464.7226,130,170,210,218.5335,211.7449,254.7226,228.333666666667
"1170",20,2,2,1,"Golf",0,5,4,3,3,4,4,4,4,4,5,5,5,5,1,4,4,1,5,6,4,0,4,3,17,66.1966,74.0836,74.5201,71.2455,64.048,70.01876,304.807579591837,298.708471428571,386.201733333333,426.439709259259,329.8327375,0.0833333333333333,0.25,0.333333333333333,298.7511,365.0343,365.129,50,90,130,NA,275.0343,235.129,255.08165
"1171",19,2,2,1,"Run",0,5,1,3,2,3,4,4,4,2,2,3,2,3,4,4,2,3,3,2,2,11,4,10,29,56.094,51.8221,68.5792,73.7302,70.0283,64.05076,309.686332,367.919733333333,465.079258333333,424.615998148148,333.61446,0.166666666666667,0.25,0.416666666666667,331.9532,348.5484,398.2884,130,170,210,201.9532,178.5484,188.2884,189.596666666667
"1172",20,2,2,1,"Yoga",0,5,3,3,3,5,3,3,2,4,4,3,4,3,2,3,3,1,3,1,3,3,3,6,16,74.091,69.3234,56.3489,69.0756,68.1336,67.3945,311.640659183673,278.0187125,357.903808333333,332.440608411215,294.048447619048,0.333333333333333,0.75,0.666666666666667,282.2483,365.1341,348.5314,10,50,90,272.2483,315.1341,258.5314,281.971266666667
"1173",32,1,3,1,"Weight Train",0,5,5,3,3,3,4,4,4,4,4,4,4,4,2,3,4,3,4,3,0,7,6,1,17,63.2916,50.582,71.5816,81.3439,72.8271,67.92524,345.873126,389.111522222222,434.655839583333,427.685666666667,381.734384210526,0.333333333333333,0.666666666666667,0.583333333333333,365.12,448.0717,415.0216,130,170,210,235.12,278.0717,205.0216,239.404433333333
"1174",21,2,3,1,"Run",0,5,2,3,2,5,5,2,2,4,3,3,2,2,2,2,2,4,2,2,7,10,16,5,40,62.4023,80.7611,79.2561,91.6586,60.1534,74.8463,283.286104444444,333.817077777778,485.796611111111,382.753314851485,274.232830434783,0.583333333333333,0.666666666666667,0.666666666666667,365.1446,398.3651,398.3651,90,130,170,275.1446,268.3651,228.3651,257.2916
"1175",18,2,3,1,"Cheerlead",0,5,3,4,4,4,4,5,4,4,4,4,4,5,3,3,4,4,4,9,2,2,10,10,33,71.3968,85.8976,91.4081,91.7594,114.9338,91.07914,357.505329166667,348.5073375,442.933058333333,413.833132407407,354.074053333333,0.416666666666667,0.5,0.333333333333333,365.1272,398.2477,348.4826,90,130,170,275.1272,268.2477,178.4826,240.619166666667
"1177",18,2,6,1,"Dance",0,5,2,4,2,3,5,4,4,4,5,4,3,3,5,4,3,3,5,9,2,2,8,4,25,52.207,52.0994,38.3542,59.7876,47.414,49.97244,318.69795,292.5775375,328.155745833333,344.429910185185,316.750895833333,0.833333333333333,0.416666666666667,0.75,398.3536,315.3852,365.1705,10,50,90,388.3536,265.3852,275.1705,309.636433333333
"1178",21,2,2,1,"Run",0,5,1,3,1,3,5,1,1,2,3,1,1,1,3,1,1,2,2,1,3,0,5,6,15,44.2255,57.7631,75.8899,68.4113,54.3741,60.13278,312.976658,320.832911111111,379.64025,356.267052336449,313.540160714286,0.583333333333333,0.75,1,331.9024,365.114,1079.0016,90,130,170,241.9024,235.114,NA,238.5082
"1179",19,2,2,1,"Run",0,2,1,3,2,3,1,2,3,2,1,1,1,1,4,3,1,1,5,1,1,0,0,2,4,54.5425,58.7373,95.6083,62.9282,51.9434,64.75194,324.603236,384.047942857143,382.759472916667,367.291260747664,305.739692307692,0.5,0.833333333333333,0.833333333333333,331.9233,464.7332,464.7332,90,130,170,241.9233,334.7332,294.7332,290.463233333333
"1180",21,1,2,1,"Run",0,5,3,4,2,5,4,4,3,4,4,3,4,4,2,4,4,2,4,15,4,7,3,4,33,82.6105,68.033,77.8097,65.7236,75.503,73.93596,274.847747916667,339.302655555556,372.019277083333,369.732027777778,330.5018375,0.583333333333333,0.916666666666667,0.5,365.1255,481.2965,348.4863,90,130,170,275.1255,NA,178.4863,226.8059
"1181",21,2,2,1,"Pilates",0,5,2,2,3,3,5,4,2,3,4,2,2,2,2,2,2,2,2,3,7,2,3,7,22,55.5888,60.8876,62.1289,65.2611,64.8971,61.7527,305.092618,471.0132625,662.586925,660.049997169811,601.252822222222,0.166666666666667,0.0833333333333333,0.5,348.5489,298.7713,597.5368,130,170,210,218.5489,NA,387.5368,303.04285
"1182",26,2,3,1,"Run",0,5,3,3,3,3,3,4,4,4,2,2,3,2,2,3,4,4,2,0,1,3,3,2,9,87.4134,76.2612,107.3494,89.8768,80.1007,88.2003,403.760606122449,503.461216666667,539.955095744681,554.159341509434,450.1929875,0.166666666666667,0.166666666666667,0.333333333333333,398.3837,398.3837,481.3006,10,50,90,388.3837,348.3837,391.3006,376.022666666667
"1183",18,1,3,1,"Dance",0,5,3,4,4,4,4,4,3,3,3,5,3,3,4,3,2,1,4,8,3,10,5,11,37,44.431,55.6193,60.5785,73.1746,57.4683,58.25434,263.8809,274.785733333333,291.370023404255,301.717624299065,277.438878571429,0.583333333333333,0.833333333333333,0.916666666666667,298.7641,331.9758,365.1745,10,50,90,288.7641,281.9758,NA,285.36995
"1184",20,2,2,1,"Martial Arts",1,5,3,3,3,4,4,4,4,5,5,3,4,4,4,4,4,3,4,2,1,1,0,2,6,42.1395,45.1956,46.9731,52.2381,44.3981,46.18888,309.033826,350.616525,376.536927083333,382.185350925926,359.96418125,0.25,0.25,0.833333333333333,348.4767,348.4767,431.4708,50,90,130,298.4767,258.4767,301.4708,286.1414
"1185",21,2,2,1,"Walk",0,3,2,2,3,4,3,3,4,3,4,2,2,2,2,1,2,2,2,2,7,2,7,5,23,48.2703,46.7312,40.8673,48.7596,42.1571,45.3571,265.856079166667,275.8929125,298.027489583333,316.714658878505,296.763594117647,0.0833333333333333,0.583333333333333,0.75,265.5387,315.3493,331.9746,0,0,40,NA,315.3493,291.9746,303.66195
"1189",19,2,3,1,"Softball",1,5,5,3,2,4,5,3,4,4,4,2,3,3,4,5,5,4,5,0,3,3,1,3,10,60.6708,56.3074,58.2272,75.638,67.0005,63.56878,368.50377,400.218577777778,453.701179166667,515.185693518519,456.47666875,0.416666666666667,0.333333333333333,0.583333333333333,481.3488,464.7478,514.5717,170,210,250,311.3488,254.7478,264.5717,276.889433333333
"1190",20,2,2,1,"Soccer",1,5,3,4,3,5,5,4,5,4,4,4,4,5,5,5,3,4,5,0,3,5,5,1,14,86.5224,90.3795,89.7246,96.0265,76.8901,87.90862,322.310968,324.842314285714,366.858675,350.679658333333,315.336752631579,0.25,0.583333333333333,0.75,298.7486,348.4812,381.6701,50,90,130,248.7486,258.4812,251.6701,252.966633333333
"1192",23,2,6,1,"Cardio",0,5,2,3,1,1,3,2,2,4,4,3,4,3,2,3,2,3,4,5,7,4,6,4,26,74.8468,53.5688,64.5243,78.6468,56.8057,65.67848,290.482941666667,466.8335625,522.5390875,451.293883018868,369.327865,0.416666666666667,0.583333333333333,0.666666666666667,398.3278,464.7305,481.3587,90,130,170,308.3278,334.7305,311.3587,318.139
"1193",23,1,2,1,"Cardio",0,5,2,3,2,3,2,2,1,2,2,3,2,1,4,3,2,3,2,11,10,14,11,18,64,55.3108,53.6276,62.7122,70.9612,55.4375,59.60986,357.166718,381.736744444444,542.88835,557.562218518519,387.597529411765,0.25,0.666666666666667,0.5,414.8874,531.12,481.3812,130,170,210,284.8874,361.12,271.3812,305.7962
"1194",20,1,2,1,"Volleyball",1,5,5,4,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,38,18,47,21,6,130,111.3913,82.4796,151.0112,110.5979,75.8649,106.26898,255.889322916667,289.564444444444,385.257213953488,809.725372,335.436383333333,0.666666666666667,0.75,0.583333333333333,497.949,531.2125,414.9675,50,90,130,447.949,441.2125,284.9675,391.376333333333
"1195",21,2,3,1,"Volleyball",1,5,4,3,3,5,3,4,5,5,5,3,4,5,5,5,5,5,5,3,0,3,0,1,7,50.1291,36.0873,58.0368,46.8405,45.1535,47.24944,292.961881632653,341.410571428571,323.978770833333,327.273704672897,303.603688235294,0.166666666666667,0.5,0.75,282.1653,331.8421,348.5467,10,50,90,272.1653,281.8421,258.5467,270.851366666667
"1196",18,1,2,1,"Badminton",1,5,5,3,2,3,5,2,5,3,5,4,4,5,4,5,4,1,4,4,6,8,9,9,36,61.9954,62.3026,57.7314,61.0834,54.3892,59.5004,291.471096,301.145142857143,361.722041666667,321.268334579439,299.648294736842,0.333333333333333,0.416666666666667,0.833333333333333,298.7214,298.764,365.1628,50,90,130,248.7214,208.764,235.1628,230.882733333333
"1197",23,2,8,1,"Pure Barre",0,3,5,2,1,4,4,2,4,3,4,2,2,3,2,4,2,1,5,1,2,4,0,1,8,51.9758,57.9543,48.5652,48.513,46.3944,50.68054,300.724996,272.642014285714,307.710825,311.940601851852,308.496429411765,0.0833333333333333,0.5,0.833333333333333,248.9845,315.2228,348.503,0,10,50,NA,305.2228,298.503,301.8629
"1198",21,2,2,1,"Weight Train",0,5,2,3,4,5,4,5,5,4,3,2,3,4,3,4,4,2,5,3,7,0,2,3,15,64.4554,55.3522,57.8106,57.4926,72.9702,61.6162,274.147458,357.759966666667,395.885739583333,370.643191666667,343.54491,0.25,0.666666666666667,0.75,331.9493,365.1827,381.765,50,90,130,281.9493,275.1827,251.765,269.632333333333
"1199",21,2,3,1,"Softball",1,5,4,3,1,5,5,1,5,4,3,3,2,5,5,5,3,4,5,8,7,14,16,10,55,43.5857,46.4801,59.6324,57.3605,53.0696,52.02566,281.121182978723,340.250825,406.32184375,389.913943396226,354.684473684211,0.416666666666667,0.333333333333333,0.833333333333333,348.5632,332.0039,481.3862,90,130,170,258.5632,202.0039,311.3862,257.317766666667
"1200",22,2,3,1,"Weight Train",0,5,5,4,5,4,5,5,5,4,4,4,3,4,2,2,4,2,5,1,6,1,5,0,13,55.1457,62.1283,50.3194,68.335,55.2567,58.23702,263.406591489362,271.083966666667,323.069153333333,332.69587037037,297.31765,0.0833333333333333,0.166666666666667,0.75,282.1179,298.6794,348.5095,0,10,50,NA,288.6794,298.5095,293.59445
"1201",21,2,3,1,"Soccer",1,2,5,4,3,4,5,2,5,4,2,2,4,4,3,4,4,2,5,8,1,0,10,1,20,46.3215,34.4598,42.5503,42.9072,40.6923,41.38622,280.46494375,293.233566666667,365.522878723404,376.70382962963,305.274465217391,0.5,0.75,0.666666666666667,332.0283,431.5882,398.3468,90,130,170,242.0283,301.5882,228.3468,257.3211
"1202",19,2,2,1,"Dance",0,4,3,4,2,4,4,4,4,4,3,5,5,4,3,4,5,3,2,0,1,3,2,5,11,71.8643,54.0067,70.7919,50.1711,64.8195,62.3307,277.960539583333,341.409885714286,396.910985416667,366.041288785047,297.433769230769,0.25,0.333333333333333,0.5,315.246,315.3358,348.4897,10,50,90,305.246,265.3358,258.4897,276.357166666667
"1203",23,2,2,1,"Jog",0,5,2,4,5,5,5,2,1,2,4,1,1,4,5,1,1,1,5,0,1,0,0,0,1,52.8171,58.9455,47.5819,57.5074,46.918,52.75398,361.3948,410.177571428571,544.956104166667,415.69447037037,381.071088,0.583333333333333,0.75,0.75,431.4966,481.29,481.29,210,250,290,221.4966,231.29,191.29,214.6922
"1204",19,2,3,1,"Run",0,5,5,4,1,3,4,2,4,3,3,2,3,4,4,3,3,4,4,1,0,1,0,0,2,80.6915,57.118,67.5016,70.8732,57.7721,66.79128,490.678912,411.2725,537.061389583333,469.697531481481,379.91887037037,0.666666666666667,0.666666666666667,0.916666666666667,514.612,514.612,680.5303,210,250,290,304.612,264.612,NA,284.612
"1207",20,1,2,1,"Basketball",1,5,3,4,2,2,2,2,2,3,4,3,3,3,4,3,3,3,3,10,45,57,104,92,308,72.6622,87.2846,88.3538,89.0551,95.5745,86.58604,461.737194,321.5739375,434.647075,461.964037962963,365.96189,0.5,0.416666666666667,0.75,431.5729,414.9036,547.6697,170,210,250,261.5729,204.9036,297.6697,254.7154
"1208",20,1,2,1,"Weight Train",0,3,3,3,3,2,2,2,1,3,3,2,1,2,2,1,1,1,1,2,4,3,0,1,10,57.886,60.623,56.0688,62.3659,60.4964,59.48802,298.711659183673,327.7841125,421.041645652174,467.683009433962,351.550663636364,0.166666666666667,0.25,0.5,331.8211,331.9169,431.4847,50,90,130,281.8211,241.9169,301.4847,275.074233333333
"1209",21,2,8,1,"Jog",0,3,1,2,2,3,3,2,2,3,4,4,2,2,4,2,4,4,2,0,0,1,3,3,7,62.6806,67.1147,56.6332,70.2374,51.9348,61.72014,408.663704,352.246977777778,460.964635416667,489.670100943396,410.351488888889,0.25,0.666666666666667,0.583333333333333,365.164,481.3257,448.1635,130,170,210,235.164,311.3257,238.1635,261.551066666667
"1210",24,1,2,1,"Weight Train",0,5,2,3,4,3,3,4,4,4,4,3,3,2,3,2,2,3,2,6,6,3,1,2,18,51.7403,55.7999,47.1379,60.8912,65.3553,56.18492,281.768904166667,304.9281625,382.74405,353.742697222222,295.58445625,0.0833333333333333,0.583333333333333,0.666666666666667,265.4818,331.8581,331.9492,10,50,90,NA,281.8581,241.9492,261.90365
"1211",19,2,2,1,"Run",0,5,3,3,3,4,4,2,2,3,2,2,2,2,3,3,2,2,3,0,3,3,8,4,18,65.6946,55.5976,66.7264,62.8232,57.5011,61.66858,314.655594,354.747875,444.325397916667,452.282605555556,369.541193333333,0.583333333333333,0.166666666666667,0.5,464.7266,348.5023,431.5659,130,170,210,334.7266,178.5023,221.5659,244.9316
"1212",18,2,2,1,"Weight Train",0,2,5,3,5,3,4,4,4,5,5,4,4,5,2,4,4,3,4,6,9,1,3,7,26,48.9382,48.4934,55.6472,49.1616,44.639,49.37588,281.155275510204,358.053928571429,393.18863125,361.327417592593,328.959354545455,0.416666666666667,0.583333333333333,0.833333333333333,331.9708,348.6162,414.9002,50,90,130,281.9708,258.6162,284.9002,275.1624
"1213",22,1,2,1,"Walk",0,2,2,2,3,3,4,3,3,3,2,4,3,3,3,2,3,3,3,12,20,8,24,7,71,78.9844,72.0392,99.6483,135.2233,66.9775,90.57454,295.677675510204,320.868788888889,387.609541666667,353.281955555556,309.787344444444,0.25,0.666666666666667,0.583333333333333,298.7418,348.5762,348.4818,10,50,90,288.7418,298.5762,258.4818,281.933266666667
"1214",20,2,2,1,"Weight Train",0,2,2,3,4,3,5,4,3,4,5,4,3,3,3,3,3,3,2,3,3,5,1,4,16,51.4857,46.6033,44.0356,44.3666,44.0196,46.10216,293.969302040816,389.981983333333,513.12758125,466.090535185185,361.295592307692,0.25,0.416666666666667,0.416666666666667,348.5658,398.2951,398.2951,130,170,210,218.5658,228.2951,188.2951,211.718666666667
"1215",18,2,3,1,"Rugby",1,5,5,4,4,4,5,4,4,4,5,3,4,5,5,4,4,5,4,0,14,5,0,4,23,42.6239,73.1735,48.1092,52.6444,47.8927,52.88874,345.254828,410.8037125,505.9201,436.801073148148,381.77664,0.333333333333333,0.25,0.666666666666667,365.2254,348.6934,464.7869,130,170,210,235.2254,178.6934,254.7869,222.9019
"1216",22,1,8,1,"Skateboard",0,5,4,4,2,4,3,1,5,4,5,4,4,5,4,5,4,4,5,1,0,1,2,1,5,56.5813,58.5942,59.0724,58.6853,50.3081,56.64826,278.143508,272.18467,311.85571875,306.105792592593,282.1291375,0.416666666666667,0.0833333333333333,0.833333333333333,298.69,248.9944,331.9841,0,10,50,298.69,NA,281.9841,290.33705
"1218",30,2,2,1,"Jog",0,2,2,2,2,4,4,2,3,4,4,2,2,2,3,2,2,3,2,3,1,0,2,2,8,54.473,42.874,53.2659,58.939,46.3497,51.18032,328.917214,402.4467375,550.818695833333,547.23922962963,458.07268,0.166666666666667,0.0833333333333333,0.583333333333333,414.9662,365.0731,580.8979,210,250,290,204.9662,NA,290.8979,247.93205
"1219",19,2,3,1,"Yoga",0,5,5,3,4,5,5,5,2,4,5,3,4,4,2,4,4,3,4,4,4,4,5,2,19,63.6187,56.1659,74.4619,79.598,62.6997,67.30884,267.7476125,298.771366666667,377.617945833333,310.152055238095,292.284182608696,0.5,0.666666666666667,0.75,282.2817,315.4528,331.9647,0,10,50,282.2817,305.4528,281.9647,289.899733333333
"1220",19,2,3,1,"Run",0,5,1,4,3,4,5,2,2,3,4,2,2,3,4,4,2,3,4,4,6,4,3,3,20,43.7883,52.5009,64.2026,55.0396,47.7475,52.65578,333.595326,379.63805,405.595010416667,382.196071296296,356.431952380952,0.333333333333333,0.75,0.666666666666667,331.962,398.4042,381.784,90,130,170,241.962,268.4042,211.784,240.716733333333
"1222",18,1,2,1,"Weight Train",0,3,3,3,4,4,5,3,3,4,5,2,3,2,3,3,2,2,4,18,22,5,2,9,56,55.9717,61.7835,37.9272,43.9117,39.5798,47.83478,300.72385,338.572,381.399510416667,358.054375,341.6155,0.5,0.5,1,348.5666,348.5666,531.1033,90,130,170,258.5666,218.5666,NA,238.5666
"1223",22,2,2,1,"Weight Train",0,5,2,3,3,2,4,4,1,3,4,4,5,2,2,3,3,3,4,2,0,2,1,1,6,60.2278,61.3524,50.3443,62.8813,58.7801,58.71718,258.793414285714,294.665125,379.345889583333,386.092396296296,319.291111764706,0.333333333333333,0.5,0.583333333333333,298.8724,331.9496,365.1659,50,90,130,248.8724,241.9496,235.1659,241.995966666667
"1224",19,1,2,1,"Badminton",1,5,3,3,2,3,3,4,5,3,4,3,3,3,3,4,3,2,3,2,5,4,6,6,23,37.7534,54.3746,55.0482,46.1321,52.3657,49.1348,255.282765957447,293.200566666667,339.529435416667,350.394522429907,303.69753,0.5,0.5,0.666666666666667,331.8757,331.8757,348.5751,50,90,130,281.8757,241.8757,218.5751,247.442166666667
"1225",18,1,2,1,"Jog",0,2,3,3,2,4,4,2,3,3,3,2,2,2,3,3,2,4,2,9,7,6,7,10,39,53.5049,41.5314,49.5651,57.1972,49.2411,50.20794,261.268034,340.254475,432.258279166667,374.098050925926,339.848852631579,0.166666666666667,0.583333333333333,0.833333333333333,298.8761,365.1765,431.5547,50,90,130,248.8761,275.1765,301.5547,275.202433333333
"1227",20,1,2,1,"Swim",0,5,4,4,3,3,3,2,1,2,4,2,1,2,2,3,3,3,3,7,5,4,3,3,22,45.0082,44.3723,52.6395,55.11,40.3237,47.49074,262.203524,278.00445,307.025204166667,329.929123148148,276.582157142857,0.166666666666667,0.75,0.833333333333333,265.5336,331.8927,348.5564,10,50,90,255.5336,281.8927,258.5564,265.327566666667
"1228",21,1,2,1,"Basketball",1,4,3,3,5,5,5,4,4,4,5,4,4,5,3,5,2,2,3,2,2,1,1,0,6,45.0535,45.4216,44.748,64.4893,39.8736,47.9172,308.109741666667,315.3615375,397.333925,369.361287850467,324.1656,0.25,0.583333333333333,0.583333333333333,331.9588,381.7326,381.7326,50,90,130,281.9588,291.7326,251.7326,275.141333333333
"1229",20,2,2,1,"Yoga",0,2,2,3,4,3,4,4,3,4,2,2,3,4,4,2,2,4,3,0,1,1,7,2,11,53.1757,60.6991,73.7789,96.6705,64.6816,69.80116,291.782256,340.257125,385.2383125,372.090308333333,319.899627272727,0.0833333333333333,0.25,0.583333333333333,315.3007,331.9182,365.1195,10,50,90,NA,281.9182,275.1195,278.51885
"1231",20,1,4,1,"Basketball",1,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,9,10,25,5,5,54,66.7742,91.7645,107.0756,95.5728,60.5118,84.33978,303.089106,365.193842857143,514.2283375,486.431114814815,361.611542857143,0.25,0.5,0.416666666666667,348.5309,431.5676,381.7442,170,210,250,178.5309,221.5676,131.7442,177.2809
"1233",20,2,2,1,"Dance",0,2,2,2,3,4,2,4,2,4,4,3,3,2,2,2,2,2,3,6,9,8,3,5,31,48.2523,53.7186,45.8085,36.6106,42.578,45.3936,289.46676,353.332485714286,383.163972916667,385.456855555556,354.334965217391,0.416666666666667,0.583333333333333,0.916666666666667,365.0944,381.7447,481.4306,90,130,170,275.0944,251.7447,NA,263.41955
"1234",21,2,3,1,"Pilates",0,2,4,2,4,4,5,4,1,4,4,2,1,3,5,2,2,1,4,1,2,9,11,2,25,64.5731,72.6491,78.72,94.0487,62.1727,74.43272,262.74954375,302.401133333333,330.876302083333,309.733861682243,269.66545,0.833333333333333,0.833333333333333,0.666666666666667,365.1031,365.1031,331.9104,10,50,90,355.1031,315.1031,241.9104,304.038866666667
"1236",19,2,3,1,"Jog",0,2,2,3,2,4,4,1,3,3,3,3,4,2,4,4,4,3,3,3,6,1,5,3,18,61.7991,65.9841,54.6549,54.9215,49.3513,57.34218,299.096106,339.103485714286,403.663844680851,432.033946296296,351.047165,0.666666666666667,0.416666666666667,0.583333333333333,448.1347,381.7531,431.5169,90,130,170,358.1347,251.7531,261.5169,290.468233333333
"1238",20,2,3,1,"Badminton",1,2,5,4,2,4,5,2,3,4,5,3,5,3,4,5,4,3,3,2,6,0,4,2,14,50.8408,59.4328,44.1478,57.4652,50.2522,52.42776,253.056470833333,275.0004,297.238833333333,305.66493047619,292.2428,0.166666666666667,0.666666666666667,0.666666666666667,265.5148,315.3278,315.3278,10,50,90,255.5148,265.3278,225.3278,248.723466666667
"1241",19,2,2,1,"Dance",0,5,5,3,1,5,4,5,3,4,4,5,2,5,4,4,3,4,5,4,2,1,1,4,12,50.4787,49.1314,73.224,73.4096,52.7487,59.79848,291.987867346939,324.850671428571,363.059634042553,334.124740740741,310.09305,0.5,0.583333333333333,0.75,315.3531,331.9083,365.2172,50,90,130,265.3531,241.9083,235.2172,247.492866666667
"1243",19,1,2,1,"Soccer",1,5,5,4,3,4,5,5,5,5,4,4,4,4,5,5,5,1,5,14,7,2,5,0,28,88.223,71.8941,59.7969,80.7093,58.9375,71.91216,304.532032653061,425.3384625,565.810102173913,458.701881730769,450.25058125,0.333333333333333,0.416666666666667,0.583333333333333,365.1494,381.7206,414.9625,10,50,90,355.1494,331.7206,324.9625,337.2775
"1247",20,2,2,1,"Jog",0,5,2,3,2,1,4,2,2,2,3,1,1,1,2,1,1,2,1,7,6,10,8,6,37,50.0862,56.7591,57.0738,50.0603,52.605,53.31688,348.521352,387.296883333333,503.802389583333,487.479582407407,380.89523,0.416666666666667,0.5,0.75,448.1922,481.274,547.6817,130,170,210,318.1922,311.274,337.6817,322.382633333333
"1251",24,1,1,1,"Volleyball",1,5,5,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,2,13,40.874,34.2353,38.7014,35.1672,28.2511,35.4458,299.770042,292.56785,384.187572916667,364.074548113208,321.176965,0.5,0.666666666666667,0.5,331.947,414.9657,331.947,90,130,170,241.947,284.9657,161.947,229.6199
