"Subject","Age","Gender","Ethnicity","Exercise","L_category","Active","L_history","L_duration","L_intensity","LI_1","LI_2","LI_3","LI_4","LI_5","LF_1","LF_2","LF_3","LF_4","LF_5","LM_1","LM_2","LM_3","LM_4","LM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1080",20,1,2,1,"Sing",1,5,3,2,2,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,4,4,4,6,21,45.748,50.0593,71.5441,66.8096,56.5433,58.14086,302.084506,398.354057142857,408.06054375,345.797399074074,320.111832142857,0.666666666666667,1,0.666666666666667,348.5097,746.9641,348.5097,50,90,130,298.5097,NA,218.5097,258.5097
"1081",19,2,8,1,"Cook",1,5,2,2,5,4,3,5,2,4,4,5,3,5,5,5,5,5,5,5,6,6,2,4,23,59.7534,55.2017,60.593,58.8284,52.8684,57.44898,276.689083673469,238.539575,354.518782978723,353.72956,300.276980952381,0.5,0.666666666666667,0.583333333333333,331.9639,381.66,348.5395,0,10,50,331.9639,371.66,298.5395,334.054466666667
"1082",18,1,2,0,"Read",1,5,3,2,4,4,3,4,2,3,5,5,5,4,2,3,5,1,2,0,1,3,28,5,37,47.8475,49.2998,52.1508,85.8679,53.479,57.729,307.014904,343.773771428571,378.942720833333,389.704828703704,357.305335294118,0.166666666666667,0.416666666666667,0.833333333333333,331.8607,365.1144,448.1049,90,130,170,241.8607,235.1144,278.1049,251.693333333333
"1083",19,2,3,1,"Cook",1,5,5,2,3,4,4,4,4,5,5,3,4,3,4,4,4,5,4,4,1,14,5,3,27,69.4096,81.1596,69.3466,64.4132,55.7485,68.0155,300.46557755102,317.4164,400.13260212766,407.208704672897,327.330012,0.666666666666667,0.75,0.666666666666667,448.143,481.3488,448.143,130,170,210,318.143,311.3488,238.143,289.2116
"1084",20,1,2,1,"Swim",1,5,2,3,3,5,5,2,3,4,5,3,4,4,3,3,3,4,4,11,9,4,2,10,36,63.1984,81.1621,65.0231,75.562,67.5187,70.49286,286.006165957447,289.2009,373.765497916667,360.66237962963,308.70438,0.0833333333333333,0.333333333333333,0.416666666666667,298.7231,315.4062,331.9026,10,50,90,NA,265.4062,241.9026,253.6544
"1085",19,2,2,1,"Game",1,5,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,2,2,2,2,3,0,9,72.8826,102.6846,78.1015,72.2892,60.6551,77.3226,309.602706122449,313.2675125,415.6651625,432.331234259259,304.269283333333,0,0.0833333333333333,0.416666666666667,265.5048,298.724,348.6406,10,50,90,NA,NA,258.6406,258.6406
"1086",19,2,4,1,"View",0,5,5,1,1,4,4,1,1,2,1,1,1,1,1,4,3,3,3,13,0,0,0,0,13,94.6858,56.1245,52.8571,41.7765,49.5501,58.9988,335.22624,306.978033333333,440.15301875,390.15805462963,312.525983333333,0.0833333333333333,0.166666666666667,0.75,298.6886,315.2623,448.1449,90,130,170,NA,185.2623,278.1449,231.7036
"1087",18,2,2,1,"Listen (Music)",0,5,5,2,2,5,3,3,3,2,2,5,5,1,2,2,3,5,1,14,11,13,11,9,58,56.3499,57.949,60.0164,57.7758,44.1983,55.25788,289.032363043478,330.30126,460.619777083333,420.402214018692,372.299266666667,0.5,0.416666666666667,0.833333333333333,348.5809,331.9899,481.3928,50,90,130,298.5809,241.9899,351.3928,297.3212
"1088",21,2,8,1,"Row",1,2,2,4,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,19,7,19,22,7,74,61.1024,62.3546,73.8455,85.1518,67.7393,70.03872,262.638906521739,333.58567,440.871335416667,462.600851162791,228.63257037037,0.666666666666667,0.833333333333333,0.75,365.1412,414.9741,381.7639,90,130,170,275.1412,284.9741,211.7639,257.293066666667
"1089",28,2,3,1,"Listen (Music)",0,5,5,2,3,3,2,2,2,3,2,2,3,2,4,4,4,4,2,10,4,7,6,2,29,67.0559,80.2037,65.899,72.9953,51.9817,67.62712,386.561629166667,436.235957142857,561.8841375,542.169267592593,495.148338888889,0.416666666666667,0.416666666666667,0.666666666666667,514.4912,514.4912,580.8863,210,250,290,304.4912,264.4912,290.8863,286.6229
"1090",19,2,2,1,"Cook",1,2,2,1,3,4,4,4,2,5,5,3,4,2,4,4,3,5,5,3,2,8,45,2,60,57.4502,58.6272,61.2965,109.7319,61.5892,69.739,288.613783673469,301.1716,339.238702083333,348.726942592593,321.751276923077,0.0833333333333333,0.25,0.75,265.5902,298.8169,365.1986,10,50,90,NA,248.8169,275.1986,262.00775
"1091",21,2,2,0,"Listen (Music)",0,5,3,1,1,3,2,2,1,2,2,3,2,1,3,1,2,4,3,1,0,0,0,0,1,47.8482,38.5751,43.8728,53.0115,39.5832,44.57816,314.67285,333.59157,374.119466666667,410.92779537037,366.587469565217,0.666666666666667,0.583333333333333,0.666666666666667,414.96,381.729,414.96,130,170,210,284.96,211.729,204.96,233.883
"1092",20,2,4,1,"Socialize",1,5,3,1,2,4,3,2,2,2,2,3,2,2,3,3,4,4,2,0,1,1,0,4,6,57.8139,55.0348,53.7087,43.5156,50.0294,52.02048,305.682576,294.005614285714,402.124841666667,365.263255769231,309.586346153846,0.583333333333333,0.75,0.833333333333333,365.1044,414.9456,497.8792,90,130,170,275.1044,284.9456,327.8792,295.9764
"1093",18,2,2,0,"Listen (Music)",0,5,5,3,1,3,3,2,1,3,3,4,2,1,5,2,3,5,2,14,7,4,12,2,39,101.8455,86.4103,63.3746,127.8794,54.8547,86.8729,302.836395918367,328.278144444444,417.436489361702,363.026130555556,301.445983870968,0.75,0.833333333333333,1,414.9907,464.7448,962.7058,90,130,170,324.9907,334.7448,NA,329.86775
"1094",21,2,3,1,"Walk",1,5,4,3,2,4,2,2,3,4,3,3,4,2,4,4,3,4,3,2,0,2,4,1,9,93.6492,57.1496,80.6036,61.3995,56.9183,69.94404,287.452138,355.900133333333,368.925033333333,395.860959259259,327.605973913043,0.416666666666667,0.75,0.75,348.5459,431.5965,431.5965,50,90,130,298.5459,341.5965,301.5965,313.912966666667
"1095",21,2,2,1,"Write",1,5,5,1,3,3,2,2,1,4,4,5,3,3,1,1,4,2,2,5,8,8,4,6,31,48.3954,51.2932,51.0391,50.4786,52.0205,50.64536,309.98923,310.564085714286,349.886370833333,347.584465740741,320.840261111111,0.25,0.583333333333333,0.666666666666667,298.7292,348.4164,348.5087,0,40,80,298.7292,308.4164,268.5087,291.884766666667
"1096",18,2,2,1,"Write",1,5,2,1,2,4,2,5,5,5,4,5,3,3,5,4,5,2,3,1,9,3,0,6,19,45.9683,56.6785,42.436,47.3909,54.7268,49.4401,273.827958333333,311.172975,315.67691875,289.540052427184,276.968282758621,0.583333333333333,0.916666666666667,0.916666666666667,298.6806,332.0024,332.0024,50,90,130,248.6806,NA,NA,248.6806
"1097",19,2,2,1,"Listen (Music)",0,5,2,1,2,4,5,5,4,5,4,1,4,4,4,1,4,5,5,8,3,6,4,4,25,57.1054,62.8988,71.4655,59.8879,53.4777,60.96706,287.472478,363.319188888889,483.448002083333,404.363559259259,355.02505,0.333333333333333,0.416666666666667,0.75,365.1487,381.7909,448.2652,90,130,170,275.1487,251.7909,278.2652,268.4016
"1098",19,2,2,1,"Listen (Music)",0,5,5,2,1,3,1,3,1,3,2,1,2,1,2,1,3,4,2,8,5,5,8,4,30,58.5761,58.9664,82.7777,69.3664,53.9217,64.72166,277.523706,315.371377777778,346.136254166667,334.581688888889,330.93570625,0,0.583333333333333,0.75,249.0052,331.9424,348.545,10,50,90,NA,281.9424,258.545,270.2437
"1099",20,2,8,1,"Read",1,5,2,1,4,4,4,2,2,2,3,3,3,2,2,4,4,3,3,4,0,2,0,0,6,65.535,67.4271,62.1064,68.5266,69.9228,66.70358,341.549312,358.878825,469.2236625,432.750707407407,373.420925,0,0.0833333333333333,0.583333333333333,298.7617,348.4678,431.5146,90,130,170,NA,NA,261.5146,261.5146
"1100",19,2,2,1,"Media",1,5,4,2,5,3,3,4,3,3,4,5,3,4,3,3,4,4,4,1,2,3,2,2,10,31.7026,35.95,35.1173,38.8126,37.8907,35.89464,299.044342,329.567685714286,431.850135416667,359.108188888889,321.614593103448,0.5,0.916666666666667,1,331.8827,531.0855,713.6721,130,170,210,201.8827,NA,NA,201.8827
"1101",20,2,2,1,"Instrument (Music)",1,5,2,2,4,4,3,3,3,4,4,5,2,3,2,4,4,2,3,3,4,10,7,1,25,50.3337,45.9257,62.1428,54.9422,50.168,52.70248,269.295148979592,315.41068,365.866714583333,359.789343518519,331.97720952381,0.5,0.5,0.75,332.0748,332.0748,381.8381,90,130,170,242.0748,202.0748,211.8381,218.662566666667
"1102",18,2,8,1,"Draw",1,5,1,1,5,3,5,5,5,5,5,5,5,5,3,4,5,4,5,1,1,2,4,0,8,50.0328,42.9307,53.6145,55.2519,48.0032,49.96662,265.165591489362,292.4844375,323.621145833333,318.64085047619,300.298247619048,0.166666666666667,0.75,0.833333333333333,282.1043,331.9831,348.5933,10,50,90,272.1043,281.9831,258.5933,270.893566666667
"1103",18,2,3,1,"Read",1,3,2,2,4,4,4,3,2,3,4,5,4,3,2,3,5,1,2,3,2,1,1,2,9,63.0073,48.9788,67.9728,49.0927,59.051,57.62052,305.673034,384.070885714286,418.018320833333,363.111575925926,325.454266666667,0.25,0.583333333333333,0.666666666666667,315.3416,365.0689,365.1394,10,50,90,305.3416,315.0689,275.1394,298.516633333333
"1104",22,2,2,0,"Education",1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,7,6,1,2,20,44.0146,55.5148,59.2208,49.6505,40.1545,49.71104,274.875474,267.667725,289.589808510638,320.021780373832,270.195644444444,0.333333333333333,0.5,0.666666666666667,282.1593,298.8301,331.9428,10,50,90,272.1593,248.8301,241.9428,254.310733333333
"1105",19,2,3,1,"Read",1,5,1,3,4,1,5,4,3,4,3,5,5,5,4,3,5,2,2,5,3,2,2,0,12,60.7219,49.2294,60.2973,66.0009,68.6886,60.98762,277.091195652174,268.272816666667,324.157527659574,310.990344859813,302.267128571429,0.333333333333333,0.333333333333333,0.5,282.1191,282.1191,298.799,0,0,40,282.1191,282.1191,258.799,274.345733333333
"1106",19,2,4,0,"Listen (Music)",0,5,2,3,1,4,2,2,1,1,1,1,1,1,5,1,1,5,2,3,0,2,14,1,20,55.2956,47.1457,54.714,84.2846,55.9877,59.48552,328.261028,329.550842857143,402.893317021277,426.425214814815,397.425368421053,0.166666666666667,0.5,0.916666666666667,331.934,398.311,564.327,90,130,170,241.934,268.311,NA,255.1225
"1107",22,2,2,1,"Photography",1,5,2,4,4,3,4,4,3,4,5,5,5,4,4,3,5,4,3,1,2,2,0,0,5,55.0582,52.558,44.7904,56.5453,37.46,49.28238,301.440994,282.177685714286,358.602627083333,357.188860185185,322.492435714286,0.166666666666667,0.416666666666667,0.583333333333333,298.7522,331.9728,348.55,10,50,90,288.7522,281.9728,258.55,276.425
"1108",21,2,2,1,"Cook",1,4,1,3,3,1,2,3,2,3,3,4,4,3,4,3,2,4,2,0,2,1,3,7,13,56.7304,49.2853,64.4421,74.364,63.6811,61.70058,282.463012765957,355.630814285714,415.2472125,391.573872641509,334.401775,0.333333333333333,0.583333333333333,0.75,348.472,381.7006,414.847,90,130,170,258.472,251.7006,244.847,251.6732
"1109",23,1,3,1,"Game",1,5,5,1,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,2,5,5,3,4,19,44.5676,56.9761,48.6617,50.9062,51.7422,50.57076,271.174376,315.333825,327.08208125,331.461057407407,306.585521052632,0.166666666666667,0.666666666666667,0.75,282.1512,348.4731,348.5516,10,50,90,272.1512,298.4731,258.5516,276.391966666667
"1111",18,2,2,1,"Photography",1,5,2,3,3,4,3,4,4,4,4,4,4,4,5,4,4,4,3,1,0,2,1,0,4,62.6179,56.6566,67.4677,60.2582,53.0634,60.01276,271.058902083333,289.262057142857,319.13721875,281.81426635514,275.672127777778,0.333333333333333,0.5,0.666666666666667,265.4791,282.0865,298.6745,0,10,50,265.4791,272.0865,248.6745,262.080033333333
"1112",19,2,2,0,"Listen (Music)",0,5,5,3,1,3,4,1,4,2,3,4,1,1,5,5,3,5,3,3,5,6,4,9,27,77.5531,69.572,74.9669,86.5841,91.7865,80.09252,285.556832653061,329.216216666667,384.529027083333,399.919268224299,318.814066666667,0.666666666666667,0.5,0.833333333333333,414.9749,365.1594,531.1149,90,130,170,324.9749,235.1594,361.1149,307.083066666667
"1113",18,2,5,1,"Cook",1,5,2,1,3,3,2,4,1,2,3,5,3,3,3,4,4,4,2,6,1,11,3,2,23,79.2891,65.3087,100.1243,80.8913,59.8603,77.09474,297.392214,385.878075,493.422195833333,411.358986915888,340.219477777778,0.333333333333333,0.333333333333333,0.833333333333333,331.9741,331.9741,514.4785,90,130,170,241.9741,201.9741,344.4785,262.8089
"1114",18,2,4,1,"Read",1,5,3,2,3,3,3,3,2,2,4,4,4,4,2,5,3,5,3,1,2,4,3,3,13,71.5625,57.4432,71.0289,81.5834,91.3851,74.60062,278.572843478261,323.6719,422.577010416667,405.818463551402,346.894535,0.25,0.666666666666667,0.75,331.9529,431.6332,481.3586,90,130,170,241.9529,301.6332,311.3586,284.981566666667
"1115",22,1,8,1,"Cook",1,5,2,2,4,4,5,5,5,5,5,5,3,4,5,5,5,5,5,1,2,1,2,1,7,40.743,36.7296,37.5354,43.495,29.7607,37.65274,296.734326,302.8611125,353.571406521739,363.883257407407,324.095452941176,0.333333333333333,0.583333333333333,0.5,331.8533,365.086,348.4831,50,90,130,281.8533,275.086,218.4831,258.474133333333
"1116",19,2,2,1,"Read",1,5,5,2,2,3,2,2,2,2,2,3,3,2,4,3,3,5,3,17,6,8,9,5,45,99.6057,68.7603,69.384,98.2167,61.6237,79.51808,295.547185106383,341.4181,489.628810416667,459.050292592593,380.774052941176,0.166666666666667,0.583333333333333,0.666666666666667,348.5901,464.6766,481.3081,130,170,210,218.5901,294.6766,271.3081,261.524933333333
"1118",18,2,2,1,"Instrument (Music)",1,5,3,3,2,3,4,4,4,5,5,4,1,5,4,4,4,2,5,2,1,3,9,0,15,65.7535,52.5794,68.6089,70.709,59.9308,63.51632,233.026564583333,331.956788888889,397.639047916667,390.107327102804,297.335354166667,0.583333333333333,0.833333333333333,0.583333333333333,331.9931,431.5474,331.9931,50,90,130,281.9931,341.5474,201.9931,275.177866666667
"1119",21,2,2,1,"View",0,5,3,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,2,3,4,8,2,2,19,41.9245,39.2106,45.9441,31.5995,39.9368,39.7231,308.252448979592,333.838988888889,419.118464583333,349.978101886792,314.232565517241,0.833333333333333,0.75,0.833333333333333,414.9581,381.7617,414.9581,90,130,170,324.9581,251.7617,244.9581,273.892633333333
"1122",25,1,2,1,"Game",1,5,2,2,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,5,15,14,9,13,56,44.8879,44.9218,53.8767,60.3403,66.2934,54.06402,296.44544,336.101275,390.760910416667,381.773997222222,337.490844444444,0.166666666666667,0.5,0.833333333333333,315.3157,365.1428,448.1992,50,90,130,265.3157,275.1428,318.1992,286.219233333333
"1123",19,2,2,1,"Photography",1,5,4,2,3,3,4,3,4,3,3,4,3,4,3,4,3,3,4,21,12,10,15,6,64,70.4841,59.1832,52.456,60.8025,44.9693,57.57902,290.260787755102,680.540957142857,697.128504255319,805.501677358491,697.1174,0.0833333333333333,0.166666666666667,0.5,315.2663,348.5594,448.1429,0,40,80,NA,308.5594,368.1429,338.35115
"1124",21,2,3,1,"Socialize",1,5,4,2,5,2,2,4,2,4,4,5,5,5,5,5,5,5,5,1,0,4,1,1,7,59.0955,57.0702,59.1294,75.2567,45.6068,59.23172,287.415008,310.32336,374.78725,353.890558333333,299.683811764706,0.0833333333333333,0.833333333333333,0.5,265.5342,414.8464,315.4267,50,90,130,NA,324.8464,185.4267,255.13655
"1125",21,2,4,0,"Read",1,5,4,3,4,5,3,2,1,1,2,5,4,4,1,5,5,1,5,2,1,1,2,2,8,66.1133,66.3702,80.0649,71.6923,68.096,70.46734,384.42491,493.2176,459.114729787234,460.611372222222,448.163355555556,0.0833333333333333,0.333333333333333,0.333333333333333,348.563,414.957,414.957,50,90,130,NA,324.957,284.957,304.957
"1126",28,1,3,1,"Game",1,5,2,2,2,4,2,3,5,5,5,3,4,3,4,4,4,4,3,1,12,6,2,2,23,45.1186,61.1866,63.2723,51.7965,36.8937,51.65354,303.568622916667,305.843571428571,334.342833333333,319.672512149533,290.914647058824,0.333333333333333,0.5,0.583333333333333,298.6812,298.7696,315.3034,10,50,90,288.6812,248.7696,225.3034,254.2514
"1127",19,2,3,1,"Socialize",1,5,5,2,1,3,3,3,3,2,2,3,2,3,3,3,3,3,3,16,1,5,3,2,27,81.9852,48.1759,56.316,55.2307,52.881,58.91776,278.800616,346.654455555556,423.911320833333,387.702996296296,343.895505555556,0.5,0.416666666666667,0.583333333333333,331.9751,315.3574,365.1011,50,90,130,281.9751,225.3574,235.1011,247.477866666667
"1128",21,2,2,0,"View",0,5,5,2,2,3,2,1,2,2,2,2,3,2,3,4,3,4,3,5,3,5,1,1,15,63.1882,65.2651,56.4266,55.3768,54.5152,58.95438,328.638288,456.4772875,501.77044375,550.678405555556,448.16252,0.333333333333333,0.5,0.416666666666667,497.9863,531.1369,514.5558,250,290,330,247.9863,241.1369,184.5558,224.559666666667
"1130",22,2,4,1,"View",0,5,4,1,5,5,4,5,5,4,5,5,5,2,4,2,4,3,3,0,1,4,3,0,8,62.8383,58.4435,96.9799,69.0053,41.1747,65.68834,449.104198,373.429375,553.92710625,608.110234259259,448.130533333333,0,0.166666666666667,0.0833333333333333,365.0971,448.1619,431.5239,130,170,210,NA,278.1619,NA,278.1619
"1131",23,1,2,0,"Game",1,5,5,3,2,3,3,2,5,4,4,3,4,3,5,4,4,5,4,6,7,13,9,7,42,91.6174,83.4582,77.3181,87.3409,89.274,85.80172,281.482352083333,331.983933333333,388.335158333333,373.775610185185,333.59769,0.416666666666667,0.75,0.5,331.961,431.7179,348.5714,50,90,130,281.961,341.7179,218.5714,280.7501
"1132",20,2,2,1,"View",0,5,4,2,2,3,3,2,3,3,4,4,4,3,4,4,4,4,4,6,2,3,6,5,22,88.8362,79.7822,79.1495,82.5776,86.3725,83.3436,330.911730612245,330.0716,401.095466666667,394.131697196262,344.840844444444,0.333333333333333,0.583333333333333,0.583333333333333,348.4884,381.8022,381.8022,90,130,170,258.4884,251.8022,211.8022,240.6976
"1133",18,2,4,1,"Read",1,5,3,2,4,4,3,4,1,1,2,1,3,2,2,2,4,2,1,6,0,1,0,2,9,67.015,47.327,52.8986,47.3006,48.5091,52.61006,305.841114285714,385.843575,440.50448125,391.704259259259,361.344468181818,0.5,0.666666666666667,0.666666666666667,381.7762,414.8898,414.8898,90,130,170,291.7762,284.8898,244.8898,273.851933333333
"1134",22,2,2,1,"Listen (Music)",0,5,3,1,1,2,1,2,1,1,1,2,1,1,4,2,2,4,2,14,5,4,11,8,42,60.3072,69.4729,90.6724,78.499,67.4904,73.28838,280.528426,273.876725,311.576991666667,315.681043518519,298.785395652174,0.416666666666667,0.583333333333333,0.916666666666667,298.7299,315.3002,415.0247,10,50,90,288.7299,265.3002,NA,277.01505
"1135",19,2,3,1,"View",0,5,5,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,0,1,3,3,6,13,65.0283,61.8225,79.3694,65.1547,60.3959,66.35416,297.372471428571,298.737385714286,404.684461702128,355.457340776699,315.866641935484,0.666666666666667,1,0.916666666666667,365.1095,763.4546,497.9832,90,130,170,275.1095,NA,NA,275.1095
"1137",20,2,6,1,"Write",1,5,2,4,1,1,1,3,2,4,5,5,4,3,2,3,5,5,4,3,5,6,5,2,21,57.3059,61.4376,60.9852,64.0826,47.944,58.35106,341.27908,331.96885,518.370858333333,481.992597196262,511.44625625,0.333333333333333,0.333333333333333,0.666666666666667,414.952,414.952,531.1291,170,210,250,244.952,204.952,281.1291,243.6777
"1139",20,1,3,1,"Listen (Music)",0,5,5,2,1,4,2,1,2,4,4,4,2,2,4,4,4,2,4,0,1,1,2,1,5,51.9633,43.4634,51.4439,43.212,41.7458,46.36568,271.343408163265,297.12354,334.798372340426,343.515601904762,322.481953571429,0.666666666666667,0.916666666666667,0.75,365.1424,514.5493,381.9062,90,130,170,275.1424,NA,211.9062,243.5243
"1140",20,2,2,0,"View",0,5,5,1,2,2,2,1,1,1,1,1,1,1,3,4,2,3,4,1,1,1,1,0,4,70.6145,63.2924,62.9472,87.5395,57.8418,68.44708,326.281406,370.12837,393.732908510638,387.564888888889,352.95328,0.25,0.5,0.5,331.9986,381.686,381.686,50,90,130,281.9986,291.686,251.686,275.123533333333
"1141",18,2,7,1,"View",0,5,5,3,3,3,3,3,1,4,1,3,2,2,4,4,4,3,4,7,6,8,12,2,35,80.9575,70.4853,63.1609,85.8944,51.9289,70.4854,329.084336170213,423.21965,562.932027083333,408.169547524752,373.419831818182,0.416666666666667,0.583333333333333,0.833333333333333,348.4254,398.3163,580.8636,130,170,210,218.4254,228.3163,370.8636,272.5351
"1142",20,1,2,1,"Cook",1,5,1,1,4,3,5,4,4,4,4,5,5,4,4,4,5,3,5,3,2,3,4,3,15,48.8256,40.3408,51.3673,45.9354,42.6682,45.82746,306.404794,369.3015375,349.955166666667,380.068522222222,334.4362,0.583333333333333,0.916666666666667,0.75,381.7639,481.3646,414.9981,90,130,170,291.7639,NA,244.9981,268.381
"1143",20,2,2,1,"Listen (Music)",0,5,1,2,3,4,4,4,3,3,2,2,1,3,2,1,3,4,3,3,10,6,9,1,29,48.9444,48.2383,62.7697,52.4637,45.9233,51.66788,346.840281632653,302.869325,392.79376875,379.874192592593,324.533222222222,0,0.166666666666667,0.583333333333333,248.8645,298.7416,381.7021,10,50,90,NA,248.7416,291.7021,270.22185
"1144",18,2,8,1,"Listen (Music)",0,5,1,2,2,2,2,4,3,3,2,1,2,2,3,2,2,2,2,1,0,1,0,2,4,62.7543,56.7448,64.4912,75.9122,71.3049,66.24148,306.083358,326.415322222222,392.84298125,353.034662962963,333.250030769231,0.166666666666667,0.333333333333333,0.583333333333333,282.1744,315.3197,348.532,50,90,130,232.1744,225.3197,218.532,225.342033333333
"1145",28,2,2,1,"View",0,5,4,2,1,5,2,2,2,3,2,2,2,2,2,4,3,2,2,0,2,4,2,1,9,57.5671,50.7179,50.3785,43.222,52.4996,50.87702,284.16262244898,317.688414285714,381.7249625,388.331982407407,340.217891666667,0.0833333333333333,0.5,0.416666666666667,298.7078,381.6772,365.091,50,90,130,NA,291.6772,235.091,263.3841
"1146",20,2,8,1,"Listen (Music)",0,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,3,61.3724,56.4356,52.6471,65.5248,54.96,58.18798,378.108078,462.399542857143,516.639410416667,479.978449074074,373.470875,0.333333333333333,0.25,0.75,398.3778,381.7231,564.343,170,210,250,228.3778,171.7231,314.343,238.147966666667
"1148",21,1,3,1,"Read",1,2,4,2,3,4,3,4,2,4,4,2,4,4,2,4,4,2,4,6,1,1,2,2,12,69.8358,52.2952,71.8554,72.7635,61.313,65.61258,244.575910869565,485.445375,394.85236875,339.289039814815,302.853335,0.583333333333333,0.333333333333333,0.75,331.9273,315.2779,365.0647,10,50,90,321.9273,265.2779,275.0647,287.4233
"1149",19,2,2,1,"View",0,5,5,1,1,4,2,3,1,2,1,1,1,1,3,3,3,3,2,4,1,2,0,1,8,44.7119,40.8875,35.2633,40.851,37.0971,39.76216,281.05774,306.187266666667,318.12419375,337.759721698113,309.243921052632,0.416666666666667,0.5,0.666666666666667,315.3588,331.9164,348.5282,0,0,40,315.3588,331.9164,308.5282,318.601133333333
"1150",20,2,2,1,"Listen (Music)",0,5,2,2,3,4,2,2,3,4,4,5,5,2,4,3,4,4,3,3,3,3,2,2,13,43.9217,49.3374,62.4372,71.8428,57.8248,57.07278,359.147882,535.2998875,418.382672916667,455.651282407407,379.161576923077,0.166666666666667,0.416666666666667,0.5,365.0585,414.8762,431.4982,90,130,170,275.0585,284.8762,261.4982,273.810966666667
"1151",21,2,6,1,"Listen (Music)",0,5,5,1,1,2,1,1,1,1,1,1,1,1,5,3,2,4,1,9,10,8,5,3,35,65.1876,67.1807,62.1487,58.1214,62.1032,62.94832,325.490191836735,313.216875,378.928529166667,410.761644444444,324.53695,0.5,0.416666666666667,0.583333333333333,381.6791,365.0892,381.7521,50,90,130,331.6791,275.0892,251.7521,286.173466666667
"1152",19,2,3,1,"Sing",1,5,5,3,3,4,5,2,4,4,3,4,3,4,4,4,3,3,2,2,3,0,1,2,8,41.7463,33.2977,38.4686,34.7456,31.3363,35.9189,277.438744897959,318.68355,317.858863829787,305.127287850467,287.16766,0.25,0.666666666666667,0.75,282.1406,315.3492,315.3774,10,50,90,272.1406,265.3492,225.3774,254.289066666667
"1153",20,2,2,0,"Listen (Music)",0,5,5,2,1,4,2,2,1,2,1,2,2,1,5,1,1,5,2,2,1,3,1,1,8,66.9835,63.3966,78.5878,84.0578,66.3882,71.88278,280.763271428571,355.655414285714,411.118175,421.541535185185,375.794121428571,0.25,0.416666666666667,0.5,348.5908,381.7124,398.344,90,130,170,258.5908,251.7124,228.344,246.215733333333
"1154",22,2,4,1,"Instrument (Music)",1,5,1,2,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,5,2,13,7,5,32,91.362,85.1623,174.8762,88.2859,71.8437,102.30602,487.307008,595.187457142857,496.90115,527.137356481481,395.558927777778,0.333333333333333,0.416666666666667,0.75,414.9983,481.3209,597.5956,130,170,210,284.9983,311.3209,387.5956,327.9716
"1155",20,2,2,1,"View",0,5,2,2,2,4,5,3,3,3,3,2,3,2,4,4,4,5,3,17,11,18,30,20,96,62.7145,43.5965,56.2665,64.3072,54.3633,56.2496,269.633906122449,344.881066666667,500.045589583333,412.205403703704,313.575553571429,0.75,0.583333333333333,1,464.7972,381.7818,896.3232,90,130,170,374.7972,251.7818,NA,313.2895
"1156",20,1,4,1,"Listen (Music)",0,5,3,2,2,4,3,2,2,1,1,1,1,1,1,2,1,3,1,1,1,0,10,0,12,86.1055,71.4949,70.3253,89.0841,67.6374,76.92944,439.49066875,488.740544444444,553.60996875,457.234267307692,349.152619230769,0.75,0.666666666666667,0.75,531.1922,481.3733,531.1922,170,210,250,361.1922,271.3733,281.1922,304.5859
"1157",20,2,2,0,"View",0,5,5,1,2,3,2,2,2,2,2,2,2,1,3,3,3,4,2,8,6,10,3,4,31,44.6811,52.3825,64.3489,55.0935,40.8573,51.47266,306.365904,311.1571125,331.933854166667,318.74024953271,301.898857142857,0.583333333333333,0.5,0.666666666666667,315.2732,298.7654,315.3692,0,0,40,315.2732,298.7654,275.3692,296.469266666667
"1158",21,2,4,0,"View",0,5,5,1,1,3,4,1,1,2,2,1,1,1,4,5,4,4,5,9,9,22,9,11,60,50.4813,52.6155,61.814,50.7023,56.0945,54.34152,292.80276,357.770566666667,394.911041666667,364.565878504673,325.220885185185,0.583333333333333,0.833333333333333,0.833333333333333,365.1455,448.1309,448.1309,130,170,210,235.1455,278.1309,238.1309,250.4691
