"Subject","Age","Gender","Ethnicity","Exercise","L_category","Active","L_history","L_duration","L_intensity","LI_1","LI_2","LI_3","LI_4","LI_5","LF_1","LF_2","LF_3","LF_4","LF_5","LM_1","LM_2","LM_3","LM_4","LM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1235",23,1,2,0,"Travel",1,4,4,3,2,3,4,4,3,3,4,4,2,2,4,2,3,4,3,2,2,2,5,1,12,81.7466,59.2757,52.7019,61.0467,56.2343,62.20104,295.746311111111,443.352328571429,534.902435416667,509.438310185185,394.612672222222,0.5,0.333333333333333,0.666666666666667,514.4885,464.6285,547.6875,170,210,250,344.4885,254.6285,297.6875,298.934833333333
"1236",19,2,3,1,"View",0,5,5,1,1,3,2,2,2,2,2,2,2,1,3,3,3,4,3,3,6,1,5,3,18,61.7991,65.9841,54.6549,54.9215,49.3513,57.34218,299.096106,339.103485714286,403.663844680851,432.033946296296,351.047165,0.666666666666667,0.416666666666667,0.583333333333333,448.1347,381.7531,431.5169,90,130,170,358.1347,251.7531,261.5169,290.468233333333
"1237",22,2,2,0,"View",0,5,4,2,1,4,2,2,1,2,2,2,1,1,2,4,3,3,2,4,4,1,2,1,12,81.6565,85.5563,85.9278,79.8589,73.3692,81.27374,346.865468,400.0036,507.26018125,468.100890740741,343.77089047619,0.416666666666667,0.75,0.583333333333333,398.2848,497.9377,464.6609,130,170,210,268.2848,327.9377,254.6609,283.6278
"1238",20,2,3,1,"Read",1,3,5,2,2,3,5,4,1,3,4,2,2,3,5,4,5,1,2,2,6,0,4,2,14,50.8408,59.4328,44.1478,57.4652,50.2522,52.42776,253.056470833333,275.0004,297.238833333333,305.66493047619,292.2428,0.166666666666667,0.666666666666667,0.666666666666667,265.5148,315.3278,315.3278,10,50,90,255.5148,265.3278,225.3278,248.723466666667
"1239",26,1,2,0,"View",0,5,5,2,2,2,2,2,1,2,2,1,2,1,2,3,2,3,3,10,5,6,13,4,38,53.9358,52.5275,47.2227,63.3263,40.4765,51.49776,270.87256,280.0717625,303.603114583333,290.552076635514,278.701941666667,0.583333333333333,0.75,0.666666666666667,298.7267,315.3329,298.7896,0,10,50,298.7267,305.3329,248.7896,284.283066666667
"1240",21,2,6,0,"Bake",1,5,3,2,3,5,5,5,4,4,4,4,3,3,3,4,3,4,1,3,1,1,7,3,15,43.5125,44.579,38.7157,48.9491,44.8306,44.11738,280.131148,342.3075875,428.059714583333,362.022360747664,349.63536,0.25,0.5,0.5,315.2678,348.5393,348.5393,10,50,90,305.2678,298.5393,258.5393,287.4488
"1241",19,2,2,1,"Listen (Music)",0,5,4,1,1,5,2,1,1,2,2,5,1,2,2,3,3,3,3,4,2,1,1,4,12,50.4787,49.1314,73.224,73.4096,52.7487,59.79848,291.987867346939,324.850671428571,363.059634042553,334.124740740741,310.09305,0.5,0.583333333333333,0.75,315.3531,331.9083,365.2172,50,90,130,265.3531,241.9083,235.2172,247.492866666667
"1242",18,2,2,1,"Dance",1,2,5,3,3,4,5,5,4,5,4,5,5,5,3,2,5,2,1,0,0,1,0,1,2,56.0647,60.4231,66.5437,58.9745,47.745,57.9502,328.258914,313.260225,364.082347916667,353.287542592593,327.392709090909,0.5,0.416666666666667,0.916666666666667,331.9072,315.3811,464.6995,50,90,130,281.9072,225.3811,NA,253.64415
"1243",19,1,2,1,"Listen (Music)",0,5,5,3,2,4,4,3,4,4,4,4,2,2,3,3,4,5,3,14,7,2,5,0,28,88.223,71.8941,59.7969,80.7093,58.9375,71.91216,304.532032653061,425.3384625,565.810102173913,458.701881730769,450.25058125,0.333333333333333,0.416666666666667,0.583333333333333,365.1494,381.7206,414.9625,10,50,90,355.1494,331.7206,324.9625,337.2775
"1244",19,2,8,0,"View",0,5,5,1,1,5,2,3,1,1,1,3,1,1,4,4,2,4,2,5,5,4,6,9,29,61.573,80.1609,44.5015,54.9494,51.5906,58.55508,269.404836170213,300.5784,302.612912765957,310.100631481481,283.955366666667,0.333333333333333,0.5,0.666666666666667,282.1334,298.7218,315.374,0,0,40,282.1334,298.7218,275.374,285.409733333333
"1245",17,2,4,0,"Sing",1,5,3,1,3,4,4,3,4,3,3,2,2,2,4,3,3,4,3,0,1,0,0,0,1,91.9399,64.0016,65.8102,85.8887,67.5637,75.04082,299.700328,315.349857142857,377.90935,363.414478703704,308.04346875,0.166666666666667,0.5,0.666666666666667,298.6518,348.4621,365.1163,10,50,90,288.6518,298.4621,275.1163,287.410066666667
"1246",18,2,2,0,"Read",1,5,5,2,2,4,2,3,2,2,2,4,2,2,3,4,3,2,2,2,2,0,0,1,5,47.4782,40.7659,46.1141,48.6869,44.2266,45.45434,267.271140816327,282.190711111111,335.144929787234,303.270997196262,288.819204,0.416666666666667,0.75,0.916666666666667,282.1645,315.4571,398.4062,10,50,90,272.1645,265.4571,NA,268.8108
"1247",20,2,2,1,"View",0,5,3,1,1,4,3,2,2,2,2,1,1,1,2,4,2,3,3,7,6,10,8,6,37,50.0862,56.7591,57.0738,50.0603,52.605,53.31688,348.521352,387.296883333333,503.802389583333,487.479582407407,380.89523,0.416666666666667,0.5,0.75,448.1922,481.274,547.6817,130,170,210,318.1922,311.274,337.6817,322.382633333333
"1248",20,2,2,0,"Game",1,5,5,3,3,5,1,3,4,3,4,3,2,4,5,5,4,4,3,1,0,1,4,13,19,44.1669,55.8569,56.4648,66.366,95.7957,63.73006,301.930323404255,368.48434,474.4558375,406.363823148148,362.248758823529,0.833333333333333,1,1,497.9901,979.336,979.336,130,170,210,367.9901,NA,NA,367.9901
"1249",20,2,2,0,"Cook",1,5,5,2,5,4,4,5,3,3,2,2,2,2,2,3,3,4,3,2,2,6,10,13,33,52.3912,71.3939,60.6858,53.0464,57.1691,58.93728,282.441348,254.440666666667,293.872527083333,294.403825925926,283.940966666667,0.25,0.583333333333333,0.666666666666667,265.471,298.676,298.7508,0,10,50,265.471,288.676,248.7508,267.6326
"1250",20,2,2,0,"Cook",1,4,2,2,3,2,2,2,3,3,4,4,4,3,4,4,4,3,3,4,8,7,0,3,22,66.9314,61.0266,58.7007,59.5902,55.1295,60.27568,321.462146938776,353.55519,380.742577083333,361.329775925926,319.159122727273,0.416666666666667,0.5,0.916666666666667,331.9541,348.5244,481.3092,50,90,130,281.9541,258.5244,NA,270.23925
"1251",24,1,1,1,"Photography",1,5,3,3,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,1,2,2,13,40.874,34.2353,38.7014,35.1672,28.2511,35.4458,299.770042,292.56785,384.187572916667,364.074548113208,321.176965,0.5,0.666666666666667,0.5,331.947,414.9657,331.947,90,130,170,241.947,284.9657,161.947,229.6199
"1252",19,1,3,1,"Game",1,5,5,3,4,4,3,2,5,4,5,3,4,4,5,5,5,2,5,1,0,3,0,1,5,60.8968,65.9738,76.5193,63.8433,60.4356,65.53376,284.507679591837,331.908785714286,336.516640425532,317.657207476636,308.027132,0.5,0.75,0.833333333333333,315.3051,331.9883,365.1091,10,50,90,305.3051,281.9883,275.1091,287.4675
"1253",20,2,2,1,"Cook",1,5,2,3,4,4,4,5,3,3,4,4,5,4,4,4,3,5,5,1,4,3,4,1,13,53.2808,51.702,42.0946,55.5293,54.3094,51.38322,295.06894,334.688733333333,335.710060416667,328.03466635514,325.684625,0.166666666666667,0.5,0.666666666666667,265.5465,315.2837,331.9075,0,10,50,265.5465,305.2837,281.9075,284.2459
"1254",21,1,2,1,"Socialize",1,5,5,2,2,2,3,2,4,3,5,5,4,5,4,3,3,4,2,27,13,0,11,12,63,122.736,108.8183,80.2814,100.1055,94.4888,101.286,279.75275,338.191375,369.31905625,366.099356481481,330.319495,0.333333333333333,0.416666666666667,0.916666666666667,315.3826,331.9436,497.9364,50,90,130,265.3826,241.9436,NA,253.6631
"1255",19,2,8,1,"Meditation",1,5,3,2,4,4,5,4,3,3,3,4,4,3,4,4,3,2,4,10,9,7,9,6,41,68.3984,62.4079,68.4133,60.5548,61.0854,64.17196,293.191377083333,379.6504,439.818945833333,489.916512962963,320.847288888889,0.416666666666667,0.416666666666667,0.666666666666667,365.1659,365.1659,481.3268,130,170,210,235.1659,195.1659,271.3268,233.8862
"1256",19,1,8,0,"Game",1,5,5,3,3,3,2,3,5,3,3,3,3,4,4,4,4,4,4,2,6,2,3,2,15,50.4793,54.2342,59.4407,48.3452,46.1667,51.73322,289.765488,321.97861,338.159822916667,347.773638888889,321.9629,0,0.0833333333333333,0.75,248.8316,298.7541,365.1106,10,50,90,NA,NA,275.1106,275.1106
"1257",19,2,4,1,"Gym",1,5,4,4,4,4,4,3,4,5,5,5,4,5,4,4,4,3,4,13,4,11,8,9,45,81.1602,47.9263,76.9766,68.2366,49.0712,64.67418,281.1401,334.3471,430.89601875,417.436371296296,378.096611111111,0.5,0.416666666666667,0.583333333333333,381.7658,365.1383,398.4585,90,130,170,291.7658,235.1383,228.4585,251.787533333333
"1258",18,2,4,1,"Read",1,5,5,3,3,5,3,3,1,3,4,4,3,4,2,4,4,2,3,3,1,1,3,2,10,72.5513,54.3032,60.3577,56.6489,56.3566,60.04354,326.626172,387.9404875,405.244814583333,422.922650925926,352.885005263158,0.583333333333333,0.5,0.5,414.922,398.2196,398.2196,90,130,170,324.922,268.2196,228.2196,273.787066666667
"1259",19,2,2,1,"Draw",1,5,4,2,5,4,5,5,2,4,5,5,2,4,3,2,4,5,3,1,2,2,0,1,6,53.8583,39.5113,53.7015,52.7387,57.283,51.41856,287.990933333333,320.839666666667,364.42249375,364.955116666667,302.00938,0.416666666666667,0.583333333333333,0.666666666666667,331.9104,365.0302,365.1859,50,90,130,281.9104,275.0302,235.1859,264.042166666667
"1260",22,1,3,1,"View",0,5,5,2,1,2,1,1,1,1,3,1,2,1,3,3,4,4,4,2,3,1,1,1,8,52.1689,59.7149,58.2735,73.3456,58.4885,60.39828,294.122068,343.007533333333,419.1167375,459.541750925926,333.244023076923,0.25,0.333333333333333,0.5,365.2044,414.9059,464.7684,90,130,170,275.2044,284.9059,294.7684,284.959566666667
"1261",19,2,2,0,"Gymnastics",1,5,5,3,2,3,3,3,2,3,3,2,3,3,4,4,5,3,3,0,2,8,10,10,30,40.8714,43.3661,89.4484,87.6839,98.3908,71.95212,291.327525531915,304.94805,358.207591666667,339.453031481482,323.61775,0.416666666666667,0.416666666666667,0.666666666666667,315.4103,315.4103,348.5587,50,90,130,265.4103,225.4103,218.5587,236.459766666667
"1262",17,2,4,1,"Listen (Music)",0,4,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,10,14,2,4,0,30,69.2928,71.234,54.7817,90.6722,56.1349,68.42312,389.685002,468.399288888889,512.241538636364,428.667532894737,423.466203225806,0.833333333333333,0.833333333333333,0.916666666666667,547.7262,547.7262,713.8139,0,10,50,547.7262,537.7262,NA,542.7262
"1263",20,1,1,1,"View",0,5,4,1,2,3,4,2,1,2,1,2,1,1,2,3,3,3,3,5,2,2,6,8,23,78.958,60.6967,59.8837,71.4911,60.5565,66.3172,302.439152,355.9388,420.864616666667,375.567679439252,338.783704545455,0.416666666666667,0.583333333333333,0.833333333333333,348.5886,365.1582,414.9738,90,130,170,258.5886,235.1582,244.9738,246.2402
"1264",21,2,4,1,"View",0,5,5,1,1,2,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,4,4,0,13,53.0174,63.6234,54.8638,75.2279,47.2416,58.79482,276.146336,365.092814285714,403.522072916667,392.948207407407,329.441015,0.25,0.5,0.916666666666667,315.3135,365.1056,564.2103,90,130,170,225.3135,235.1056,NA,230.20955
"1265",19,2,2,1,"View",0,5,3,1,3,5,3,4,1,3,4,4,3,2,3,4,4,4,3,1,2,0,0,3,6,79.0397,76.1259,94.5704,60.6319,65.8503,75.24364,255.686018367347,405.405457142857,456.76280625,431.819264814815,371.466915384615,0.166666666666667,0.416666666666667,0.5,331.964,414.8683,431.4917,130,170,210,201.964,244.8683,221.4917,222.774666666667
"1266",19,2,3,1,"Photography",1,5,1,1,5,4,4,5,5,3,4,5,4,4,3,3,5,2,3,0,0,0,0,3,3,45.8437,50.949,47.8433,44.6974,52.6692,48.40052,247.24390625,251.355014285714,289.928031111111,279.017472380952,261.416333333333,0.666666666666667,0.833333333333333,0.5,298.7607,315.472,282.1355,0,0,40,298.7607,315.472,242.1355,285.456066666667
"1267",28,1,2,1,"Socialize",1,5,2,1,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,7,4,5,3,9,28,89.276,72.6911,65.5919,54.7077,53.7493,67.2032,290.757284,375.489625,346.404914893617,338.750537383178,298.008273913043,0.666666666666667,0.416666666666667,0.833333333333333,348.51,315.3187,381.741,90,130,170,258.51,185.3187,211.741,218.523233333333
"1268",18,2,8,0,"Read",1,5,3,1,4,4,3,2,2,2,2,5,3,3,3,5,5,3,3,4,8,6,6,2,26,72.841,69.7106,74.8119,76.9248,58.6251,70.58268,287.105016,275.47114,309.4372375,308.857742592593,296.209515,0.25,0.666666666666667,0.75,265.5554,315.2984,315.3924,10,50,90,255.5554,265.2984,225.3924,248.748733333333
"1269",19,2,2,1,"View",0,5,5,1,1,4,1,2,1,1,1,1,1,1,3,4,4,4,2,5,2,5,2,3,17,65.3699,50.0797,60.9334,58.286,56.8133,58.29646,413.637208,325.33371,394.562183333333,462.2947,333.281646153846,0.25,0.5,0.333333333333333,381.8305,464.8813,431.5647,90,130,170,291.8305,334.8813,261.5647,296.092166666667
"1270",18,2,3,0,"Travel",1,5,5,3,2,3,4,3,3,4,4,5,4,5,3,1,4,4,3,15,11,15,7,8,56,57.8473,57.7107,76.5046,69.1431,52.3805,62.71724,235.571332608696,259.959544444444,316.695772916667,294.3936625,247.327638095238,0.5,0.5,0.75,282.1208,282.1208,315.3511,10,50,90,272.1208,232.1208,225.3511,243.197566666667
"1271",21,1,2,1,"Listen (Music)",0,3,5,3,4,4,4,3,3,4,4,3,4,5,4,3,3,3,3,7,8,5,4,8,32,44.8865,46.3799,43.1224,43.18,43.8548,44.28472,283.454436,310.30348,334.04245106383,368.444283157895,279.046966666667,0.666666666666667,0.833333333333333,0.75,348.5489,381.7818,365.1489,10,50,90,338.5489,331.7818,275.1489,315.159866666667
"1273",21,1,3,1,"Game",1,5,2,3,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,7,4,2,0,17,73.8948,60.6144,59.6723,57.808,50.7237,60.54264,268.65495625,308.1833,368.940979166667,376.616157943925,331.936068,0.583333333333333,0.583333333333333,0.916666666666667,365.2042,365.2042,497.9697,90,130,170,275.2042,235.2042,NA,255.2042
"1274",21,2,3,1,"Paint",1,5,3,1,4,3,3,3,3,3,4,4,3,4,2,3,2,2,2,6,5,6,0,1,18,60.0557,38.9727,61.7729,49.1571,42.9766,50.587,299.043772,296.618,349.8834875,341.229671028037,305.827223809524,0.5,0.583333333333333,0.666666666666667,315.364,331.9439,348.532,50,90,130,265.364,241.9439,218.532,241.946633333333
"1275",19,2,7,1,"View",0,5,4,1,1,4,2,4,1,1,1,1,1,1,1,4,4,2,3,7,5,3,4,9,28,77.8219,84.8059,58.2837,67.4615,78.2308,73.32076,283.568583333333,293.231155555556,377.28211875,361.329848148148,327.124058333333,0.333333333333333,0.833333333333333,0.833333333333333,315.3296,448.1848,448.1848,90,130,170,225.3296,318.1848,278.1848,273.899733333333
"1276",19,2,3,1,"Game",1,5,2,2,3,4,5,5,5,5,5,4,5,5,3,3,4,4,3,5,5,5,5,2,22,51.6539,44.4777,52.5365,48.2047,36.0564,46.58584,431.8666625,412.180816666667,555.336060416667,565.88238411215,452.2686,0.416666666666667,0.25,0.666666666666667,514.4728,448.1153,597.4981,250,290,330,264.4728,158.1153,267.4981,230.028733333333
"1277",22,2,3,1,"Listen (Music)",0,5,4,2,3,4,3,2,3,2,2,2,1,1,2,2,3,3,2,3,6,5,2,3,19,83.0355,77.0573,108.0564,72.6569,100.6229,88.2858,303.451155102041,439.81185,440.161202083333,317.925211842105,285.336638709677,0.833333333333333,0.833333333333333,0.916666666666667,464.7536,464.7536,614.1218,0,10,50,464.7536,454.7536,NA,459.7536
"1278",20,1,3,1,"Education",1,5,5,2,3,5,4,4,4,3,3,2,5,5,4,4,4,5,4,3,10,4,1,6,24,70.652,97.6262,80.6717,72.1064,87.0893,81.62912,301.603708510638,377.6256625,414.971453191489,364.393261320755,316.034832,0.583333333333333,0.75,0.75,365.1645,398.3567,398.3567,50,90,130,315.1645,308.3567,268.3567,297.292633333333
"1279",18,2,4,1,"View",0,5,3,3,1,3,1,1,1,1,2,3,2,1,4,3,3,4,4,1,6,7,7,5,26,40.2543,58.7964,60.927,89.9608,51.0461,60.19692,286.538332653061,309.800066666667,357.530616666667,356.057518518519,303.107457894737,0.333333333333333,0.416666666666667,0.833333333333333,315.2507,315.3887,414.9468,50,90,130,265.2507,225.3887,284.9468,258.528733333333
"1280",24,2,2,1,"Listen (Music)",0,5,3,2,2,3,3,4,5,5,2,3,2,3,5,4,4,5,5,0,1,1,4,4,10,59.1455,53.4063,56.8908,60.7411,66.4538,59.3275,261.201552,283.940844444444,340.8984,344.508916666667,292.067775,0.416666666666667,0.5,0.75,298.6902,315.2983,381.7339,10,50,90,288.6902,265.2983,291.7339,281.907466666667
"1281",19,2,4,1,"Cook",1,2,3,1,4,2,4,5,1,5,5,3,5,5,4,4,5,3,3,25,6,10,5,8,54,99.2842,62.6348,63.7557,73.7448,63.4706,72.57802,330.638924,365.183642857143,455.951938297872,438.026165740741,385.093555,0.333333333333333,0.75,0.583333333333333,381.7408,481.4006,448.1291,50,90,130,331.7408,391.4006,318.1291,347.090166666667
"1282",NA,2,NA,1,"Socialize",1,5,5,1,1,3,2,3,3,4,2,2,1,1,2,3,3,3,3,7,8,5,3,10,33,62.7066,47.8118,48.2433,55.4422,60.7937,54.99952,273.31863877551,269.685375,330.20190625,341.097423809524,269.002963157895,0.5,0.5,0.583333333333333,315.2979,315.2979,331.9068,10,50,90,305.2979,265.2979,241.9068,270.8342
"1283",22,2,2,0,"View",0,5,5,3,1,4,2,4,3,3,4,4,4,3,3,4,4,3,3,1,8,5,2,1,17,63.4229,88.4573,75.7282,74.2501,54.8765,71.347,292.074426,301.445316666667,367.517027083333,358.590631775701,302.4024,0.333333333333333,0.166666666666667,0.25,315.3481,298.7782,315.294,50,90,130,265.3481,208.7782,185.294,219.806766666667
"1284",20,2,2,1,"Sing",1,5,1,1,2,3,4,2,2,4,4,4,3,3,4,3,3,5,2,1,1,4,7,2,15,56.6845,62.8684,58.9804,86.7309,57.6947,64.59178,287.481948,370.14998,342.690147916667,345.339541666667,261.675047058824,0.333333333333333,0.5,0.583333333333333,315.3327,332.0336,348.5829,10,50,90,305.3327,282.0336,258.5829,281.983066666667
"1285",18,1,3,1,"Photography",1,5,1,2,4,4,3,4,3,5,5,5,5,5,4,3,4,3,3,6,3,1,6,1,17,47.7424,46.9492,38.9941,63.3768,42.1922,47.85094,304.146432653061,381.7101,414.224954166667,476.096431481481,448.13349,0.0833333333333333,0.75,0.833333333333333,348.4916,547.6814,564.3658,170,210,250,NA,337.6814,314.3658,326.0236
"1286",20,1,7,1,"Paint",1,5,4,2,5,3,3,4,2,5,5,5,2,3,3,4,4,2,3,2,1,2,1,1,7,39.382,45.4882,58.7522,43.0699,45.4484,46.42814,271.268108163265,344.3773125,416.647352083333,408.54186728972,334.68385,0.333333333333333,0.5,0.666666666666667,348.5837,398.2597,448.0779,90,130,170,258.5837,268.2597,278.0779,268.3071
"1287",20,2,2,1,"Cook",1,2,2,2,5,4,3,5,4,5,5,5,5,5,4,5,5,4,5,3,5,11,2,4,25,66.1629,55.3605,102.188,60.6955,68.1647,70.51432,282.876058333333,355.679285714286,435.37768125,593.575010185185,381.7966,0.166666666666667,0.166666666666667,0.166666666666667,448.1569,448.1569,448.1569,170,210,250,278.1569,238.1569,198.1569,238.1569
"1288",19,2,2,0,"Game",1,5,4,3,2,4,4,2,5,5,5,4,5,4,5,5,4,5,5,1,1,1,3,2,8,62.9728,55.8934,56.4067,54.4252,57.4369,57.427,311.606475510204,350.379222222222,385.183691666667,394.955856481481,350.611058333333,0.583333333333333,0.583333333333333,0.833333333333333,398.2948,398.2948,464.7977,90,130,170,308.2948,268.2948,294.7977,290.462433333333
"1289",19,1,2,1,"Game",1,5,3,3,5,4,4,4,4,1,3,3,2,2,4,5,3,1,5,0,1,5,2,6,14,63.6825,57.3589,103.266,67.8769,62.8937,71.0156,349.52666122449,428.74705,726.842627083333,750.663070754717,508.27758125,0.666666666666667,0.25,0.416666666666667,730.3153,547.6961,630.7007,290,330,370,440.3153,217.6961,260.7007,306.237366666667
"1290",20,1,5,1,"Read",1,5,5,1,2,5,2,3,1,2,2,3,1,1,5,4,4,5,1,6,3,5,9,12,35,48.4311,40.1874,44.3534,48.1715,56.1337,47.45542,282.109916326531,265.50041,307.88844893617,294.244563461538,256.564492307692,0.583333333333333,0.666666666666667,0.916666666666667,298.748,315.2669,365.1107,0,0,40,298.748,315.2669,NA,307.00745
"1291",18,2,3,1,"Listen (Music)",0,5,5,1,2,2,2,2,2,3,1,2,1,1,4,2,2,5,1,1,2,3,2,1,9,53.2252,52.0724,51.5918,60.4468,50.0679,53.48082,313.66368,385.8417875,421.839260416667,451.978421296296,364.211461111111,0.5,0.416666666666667,0.583333333333333,464.6995,431.5675,481.2597,130,170,210,334.6995,261.5675,271.2597,289.175566666667
"1293",18,1,8,0,"View",0,5,5,1,5,5,3,4,3,2,2,3,2,1,3,4,4,4,5,7,12,10,10,6,45,46.471,52.5474,64.2187,58.0107,42.2832,52.7062,293.127806,268.3462,312.47965,335.131173333333,291.934082352941,0.25,0.416666666666667,0.75,282.1382,298.7471,331.9527,0,10,50,282.1382,288.7471,281.9527,284.279333333333
"1294",19,2,4,1,"Cook",1,2,2,1,3,2,2,4,3,3,4,4,4,4,2,3,4,3,4,1,4,4,3,1,13,72.604,74.0211,57.9392,64.2416,68.512,67.46358,280.463234,365.109357142857,408.351991666667,392.947548148148,313.490794444444,0.333333333333333,0.416666666666667,0.75,348.5339,365.0908,415.0117,50,90,130,298.5339,275.0908,285.0117,286.212133333333
"1296",21,2,2,1,"Cook",1,5,4,2,3,4,3,3,3,4,4,5,4,3,4,3,2,4,4,115,3,5,5,1,129,180.6299,89.3833,92.5562,89.6031,72.2879,104.89208,341.92925,365.156633333333,461.662991666667,435.872968518519,363.894684615385,0.0833333333333333,0.583333333333333,0.416666666666667,315.3468,415.0103,381.8076,10,50,90,NA,365.0103,291.8076,328.40895
"1297",20,1,2,1,"Instrument (Music)",1,5,5,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,8,6,6,27,55.7886,57.4762,52.9289,55.6472,53.9689,55.16196,290.580683673469,331.875928571429,418.712195833333,428.898791666667,376.73194,0.5,0.5,0.666666666666667,414.8855,414.8855,448.0462,130,170,210,284.8855,244.8855,238.0462,255.939066666667
"1298",18,2,4,0,"Instrument (Music)",1,5,2,3,3,5,5,5,5,5,4,4,3,5,5,5,5,5,4,0,1,1,3,4,9,55.178,43.8178,59.7827,87.9851,52.7851,59.90974,301.103128571429,431.543533333333,430.838475,481.014477358491,472.532070588235,0.5,0.416666666666667,0.5,414.8914,398.3128,414.8914,90,130,170,324.8914,268.3128,244.8914,279.3652
"1299",22,1,3,1,"Cook",1,5,5,2,4,2,2,3,1,3,4,4,2,3,3,2,2,4,3,0,1,0,1,1,3,54.7823,46.2373,44.8887,54.8866,47.7456,49.7081,296.78577,265.571366666667,296.692941666667,305.372653703704,303.410504,0.666666666666667,0.5,0.916666666666667,315.346,298.7407,332.0268,0,0,40,315.346,298.7407,NA,307.04335
"1300",18,2,2,1,"Listen (Music)",0,5,5,1,1,4,1,2,2,2,2,4,2,2,2,4,3,4,3,0,4,2,6,6,18,62.182,67.6955,60.8112,57.6224,55.0159,60.6654,290.268516326531,351.87311,388.645754166667,407.712356481481,359.10525,0.333333333333333,0.666666666666667,0.833333333333333,365.1045,414.972,481.393,130,170,210,235.1045,244.972,271.393,250.489833333333
"1302",20,2,4,1,"Photography",1,5,2,2,3,4,4,4,5,5,4,5,5,5,5,5,3,3,4,0,2,1,1,6,10,47.8075,43.2772,51.5175,65.9683,70.3505,55.7842,293.969636734694,296.6524875,364.062421276596,332.374630188679,322.422675,0.75,0.75,0.833333333333333,348.59,348.59,398.3102,0,0,40,348.59,348.59,358.3102,351.830066666667
"1303",20,2,3,1,"View",0,5,5,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,7,2,4,3,17,70.605,71.6274,79.5069,72.6479,69.6092,72.79928,294.983129166667,454.409075,455.432433333333,456.31275462963,341.30934375,0.25,0.583333333333333,0.5,348.5841,431.6503,414.9766,90,130,170,258.5841,301.6503,244.9766,268.403666666667
"1304",19,2,2,0,"Listen (Music)",0,5,4,1,2,3,3,3,2,4,2,4,1,2,4,3,3,4,3,5,3,5,5,3,21,72.6375,53.526,66.2259,56.041,50.2764,59.74136,299.053066,500.677833333333,459.896016666667,390.419127102804,351.65424375,0.166666666666667,0.5,0.666666666666667,331.9164,381.7253,414.8371,90,130,170,241.9164,251.7253,244.8371,246.1596
"1305",21,1,6,1,"Martial Arts",1,5,4,4,3,4,5,3,5,4,5,5,5,5,5,4,4,4,3,7,5,5,2,4,23,78.1122,75.4872,76.9121,71.3433,61.5363,72.67822,267.604718367347,341.94562,357.899889583333,375.779313888889,316.766533333333,0.5,0.75,0.75,348.5355,414.9019,414.9019,90,130,170,258.5355,284.9019,244.9019,262.779766666667
"1306",18,2,3,1,"Read",1,5,3,2,4,4,3,2,2,2,2,4,3,2,3,5,4,3,4,1,1,0,0,2,4,53.8378,47.1164,52.1353,51.8209,54.9535,51.97278,361.14585,329.8684875,462.655147916667,409.397769444444,340.763033333333,0.333333333333333,0.5,0.416666666666667,348.5322,381.6808,365.0742,130,170,210,218.5322,211.6808,155.0742,195.095733333333
"1307",20,1,2,1,"View",0,5,3,1,1,3,4,2,1,1,1,1,1,1,2,3,2,3,4,8,1,2,1,6,18,72.1846,49.7437,75.2828,62.4781,76.2265,67.18314,397.314526,334.2859,456.405995833333,446.570693518519,375.4721875,0.333333333333333,0.333333333333333,0.666666666666667,381.7257,381.7257,481.2363,130,170,210,251.7257,211.7257,271.2363,244.8959
"1308",18,2,4,1,"Art",1,5,3,1,4,2,2,5,5,3,4,5,2,5,3,2,4,3,4,0,2,0,0,1,3,55.3096,63.478,45.7016,46.6742,40.5404,50.34076,279.053406122449,302.387122222222,367.182833333333,374.338110377358,300.549051851852,0.583333333333333,0.833333333333333,0.833333333333333,348.4512,431.5253,431.5253,130,170,210,218.4512,261.5253,221.5253,233.833933333333
"1309",20,2,3,1,"View",0,5,5,1,1,3,3,1,1,1,1,1,1,1,2,3,1,3,5,1,0,1,0,1,3,56.369,49.0987,54.7085,55.058,55.5717,54.16118,288.82257,306.165844444444,366.20754375,318.750186111111,298.774158333333,0.333333333333333,0.666666666666667,1,298.7326,331.9976,514.5845,10,50,90,288.7326,281.9976,NA,285.3651
"1310",18,2,2,1,"View",0,5,4,2,1,4,1,1,1,1,1,1,1,2,2,4,4,4,2,2,1,4,1,2,10,38.2987,46.8202,51.4115,48.2635,48.7445,46.70768,336.322153061224,381.683466666667,568.118097916667,506.678228703704,394.99193,0.333333333333333,0.0833333333333333,0.416666666666667,448.2007,348.5848,481.2861,130,170,210,318.2007,NA,271.2861,294.7434
